,γ,w1,w2,w3,w4
0,-1.0,2.073537225810013e-06,0.99999708135887,3.52257006274767e-07,4.928468978826059e-07
1,-0.5,0.4389119635293065,0.3302348324903599,0.36885495177967265,0.41581680163081414
2,0.0,0.3026003167576425,0.46872893289206513,0.7364364269299317,4.482930648303282e-09
3,0.5,0.3565465448840318,0.66222691315774,0.20239306752008554,0.27654288523988657
4,1.0,0.6994140456178837,0.029644096372095686,0.20091599218880382,0.0700258658212169
